사회,수원 이목지구에 ‘북수원 시티프라디움 더 블리스' 공급," [수원=뉴시스] 시티건설은 ‘북수원 시티프라디움 더 블리스’를 11월 중 공급한다고 밝혔다. 북수원 시티프라디움 더 블리스는 수원시 이목지구에 계획된 최초의 주거상품이다. 단지는 경기도 수원시 장안구 천천동 이목지구(예정) 일원에 지하 3층~지상 최고 28층, 4개동 규모로 조성된다.  총 480실의 주거형 오피스텔이 구성되며, 실수요자들의 선호도가 높은 전용면적 84㎡ AㆍB 2개 타입이 분양될 예정이다. 남향 위주로 단지가 배치됐고, 전실 4-BAY 특화평면 설계가 적용됐다.  단지 내에는 키즈룸, 맘스라운지, 북카페, 휘트니스, 골프연습장, 독서실 등 입주민을 위한 다양한 커뮤니티시설이 계획돼 있으며, 출입통제시스템, 비상벨, 동체감지기 등을 통한 안전 시스템이 구축됐다. 사업이 시티건설의 자체 자금만으로 진행돼 안정성이 높다는 장점도 있다. 이에 따른 계약조건도 파격적이라는 것이 건설사측 설명이다. 북수원 시티프라디움 더 블리스는 뛰어난 입지를 자랑한다. 단지가 조성되는 이목지구는 총 4272가구 규모의 ‘교육 특화 에듀타운’으로 계획돼 있다.  또 단지 인근에 어린이공원을 비롯해 다양한 근린공원과 복합커뮤니티센터가 조성될 예정이며, 병설유치원과 초등학교, 공공도서관 등 교육시설도 들어선다.  실제 파장초, 다솔초, 천천초, 천천중, 천천고, 동우여고, 경기과학고 등 다양한 학교가 주변에 조성돼 있어 편리한 통학이 가능하다. 단지 바로 앞에는 각종 생활 인프라도 완비돼 있다. 이목지구 중심상업지구 내에 스트리트형 상업시설 건설이 계획되고 있고 화서역 인근에 스타필드 수원도 2024년 개장할 예정이다. 게다가 홈플러스, 롯데마트 등의 대형마트와 롯데시네마, SK아트리움 등 다양한 문화시설도 단지 가까이 들어서 있다. 우수한 교통망도 장점으로 꼽힌다. 파장 IC, 북수원 IC를 이용하면 영동고속도로, 경부고속도로, 과천봉담도시화고속화도로 등 주요 도로망에 빠르게 진입할 수 있어 서울 및 도심으로의 접근성이 뛰어나다. 사당까지 차로 20분이 소요되며, 가장 가까운 지하철 1호선 성균관대역은 도보로 10분이면 이용할 수 있다. 분양 관계자는 “본 사업은 고금리시대 부담없는 계약조건과 함께 완벽한 교육환경까지 갖췄다”며 “여기에 교통망과 생활편의시설도 고루 갖춰 수요자들의 높은 관심이 기대된다”고 전했다. ",뉴시스,https://t1.daumcdn.net/news/202211/16/newsis/20221116163055387pvcd.jpg,https://v.daum.net/v/20221116163055177
사회,"""조합장 돈선거 꼼짝마""…선관위, 최고 포상금 3억·과태료 50배","기사내용 요약 ‘돈 선거’척결 전담 광역조사팀· 특별관리지역 지정 '상주'  [광주=뉴시스] 배상현 기자 = 광주시·전남도선거관리위원회(이하 선관위)가 내년 3월 8일에 실시하는 제3회 전국동시조합장선거에서 ‘돈 선거’척결에 모든 단속 역량을 집중하기로 했다.  선관위는 16일 시·군·구 선관위 간부들이 참석한 가운데 조합장선거 중점 관리대책 등을 논의했다.  선관위는 고질적인 금품 수수 관행 근절을 위해 금품제공 신고자에게 최고 3억 원의 포상금을 지급하고 신고자 보호 특별 대책 마련했다.  ‘돈 선거’척결 전담 광역조사팀을 운영해 금품제공자는 고발 등 강력 조치하고 금품을 받은 사람은 최고 50배 과태료 부과하기로 했다.  과거 ‘돈 선거’ 발생지역 등을 특별관리지역으로 지정해 광역조사팀 상주 및 야간 시간대 특별단속 등을 실시할 예정이다.  선관위는 합 임·직원 및 조합원 대상으로 금품선거 예방교육 실시하고 총회·대의원회의, 각종 모임 등 계기를 활용해 적극적 안내·예방활동할 예정이다.  선관위는 조합장 선거의 특성을 반영해 선거관리 인적·물적 자원의 안정적 확보로 최적의 선거관리기반을 구축하는 한편, 위탁선거 법규·편람·지침 등 준수를 통한 공정하고 정확한 절차사무 관리로 합법성·정확성을 확보한다는 방침이다.  선관위는 ""조합 운영의 자율성은 최대한 존중하되 위법행위에 대해서는 ‘무관용 원칙’으로 엄중 대응하기로 했다""면서 ""이번 조합장선거에서 ‘돈 선거’ 척결에 모든 단속 역량을 집중해 고질적인 금품수수 관행을 근절하도록 최선의 노력을 다하겠다""고 밝혔다. ☞공감언론 뉴시스 praxis@newsis.com ",뉴시스,https://t1.daumcdn.net/news/202211/16/newsis/20221116163052796qtus.jpg,https://v.daum.net/v/20221116163052176
사회,"젊은층, 심뇌혈관 질환 발생↑…적절한 콜레스테롤 기준 제시","                           최근 심뇌혈관 질환이 발생하는 연령대가 낮아지고 있는 가운데 젊은 성인이라도 총 콜레스테롤 수치가 200㎎/dL, 저밀도(LDL) 콜레스테롤 수치가 130㎎/dL 이상이면 심근경색, 뇌졸중 등 심뇌혈관 질환 위험이 증가한다는 연구 결과가 나왔다.             가톨릭대 서울성모병원 내분비내과 이승환(교신저자)‧여의도성모병원 내분비내과 김미경(제1저자)‧숭실대 정보통계보험수리학과 한경도 교수팀은 16일 ‘젊은 성인의 콜레스테롤 농도와 심뇌혈관 질환 위험의 상관관계’를 연구해 적절한 콜레스테롤 기준을 이 같이 밝혔다.  연구팀은 국민건강보험공단 자료를 바탕으로 건강검진을 받은 20~39세 당뇨병이 없는 성인 620만4153명을 대상으로 콜레스테롤 농도와 심근경색‧뇌졸중 등 심뇌혈관 질환의 연관성을 조사했다.  그 결과, 총 콜레스테롤 200㎎/dL, LDL 콜레스테롤 130㎎/dL, 비(非) 고밀도(HDL) 콜레스테롤이 140 ㎎/dL를 넘으면 심뇌혈관 질환의 위험도가 유의하게 증가했다. 비 HDL 콜레스테롤 수치는 총콜레스테롤에서 HDL 콜레스테롤을 뺀 값이다.  또한 비만, 고혈압, 흡연 등의 위험인자 개수에 따라 그 기준이 달라졌다. 위험인자가 없을 경우에는 총 콜레스테롤 240㎎/dL‧LDL 콜레스테롤 150㎎/dL, 위험인자가 1개인 경우 총 콜레스테롤 220㎎/dL‧LDL 콜레스테롤 130㎎/dL, 위험인자가 2개 이상인 경우 총 콜레스테롤 200㎎/dL‧LDL 콜레스테롤 120㎎/dL 이상일 때 심뇌혈관질환의 위험도가 유의하게 증가했다.  이 교수는 “비교적 저위험군에 해당하는 젊은 성인에서 이상지질혈증을 가지고 있는 경우가 많으나 약물치료에 대한 기준이 모호한 것이 현실”이라며 “이번 연구는 실제 진료 데이터를 근거로 젊은 한국인의 적정 콜레스테롤 수치를 제시했다는 의미가 있다”라고 말했다. 이어 “이상지질혈증은 심근경색‧협심증‧뇌졸중 등 심뇌혈관 질환 발생 위험을 높이는 동맥경화의 주요 위험인자이지만, 당뇨병‧고혈압 등 다른 만성질환에 비해 환자들이 가벼운 질병으로 생각하고 치료 적기를 놓쳐 악화될 수 있기 때문에 적극적인 관리가 필요하다”라고 강조했다.  이상지질혈증은 지단백의 대사 이상에 의해 발생하는 질환으로, 혈액 중에 지질 또는 지방 성분이 과다하게 많이 함유된 상태를 말한다. 혈중 총 콜레스테롤, LDL 콜레스테롤, 중성지방이 증가된 상태거나 HDL 콜레스테롤이 감소된 상태이다.  한국지질동맥경화학회에 따르면 이상지질혈증의 유병률은 지속적으로 증가하고 있다. 20대에서 남자 25.4%‧여자 26%, 30대에서 남자 41.4%‧여자 34.6%가 이상지질혈증을 가지고 있는 것으로 조사됐다.  그러나 고 콜레스테롤혈증이 있는 성인 중 절반 정도에서만 지질강하제를 복용하고 있으며 조절률도 50%에 미치지 못하고 있는 것이 현실이다.  이번 연구 결과는 ‘유럽예방심장학회지’(European Journal of Preventive Cardiology) 10월호에 게재됐다. 이승구 온라인 뉴스 기자 lee_owl@segye.com",세계일보,https://t1.daumcdn.net/news/202211/16/segye/20221116163052215oafu.jpg,https://v.daum.net/v/20221116163051175
사회,젊더라도 콜레스테롤 수치 200㎎/dL 이상이면 심근경색·뇌졸중 위험↑,"20·30대라도 콜레스테롤 수치가 높으면 심근경색·뇌졸중 등의 위험이 증가한다는 연구 결과가 나왔다.  16일 가톨릭대학교 서울성모병원 내분비내과 이승환(교신저자)‧여의도성모병원 내분비내과 김미경(제1저자)‧숭실대학교 정보통계보험수리학과 한경도 교수팀은 젊은 성인의 콜레스테롤 농도와 심뇌혈관질환 위험의 상관관계를 연구해 이같이 밝혔다.  그간 위험인자, 기저질환이 있는 고위험군에서의 콜레스테롤 농도와 심뇌혈관질환 상관성은 잘 알려져 있고 치료 가이드라인이 정립되어 있으나 저위험군이나 40세 미만 젊은 성인에서의 기준치 근거는 부족했다.    연구팀은 국민건강보험공단 자료를 바탕으로 건강검진을 받은 20~39세의 당뇨병이 없는 성인 620만4153명을 대상으로 콜레스테롤 농도와 심근경색·뇌졸중 등 심뇌혈관질환 연관성을 조사해 적절 콜레스테롤 기준을 제시했다.  연구 결과 총콜레스테롤 200㎎/dL, 나쁜 콜레스테롤로 분류되는 LDL 콜레스테롤 130㎎/dL, 비HDL 콜레스테롤이 140 ㎎/dL를 넘으면 심뇌혈관질환의 위험도가 유의하게 증가한다는 점을 확인했다. 비HDL 콜레스테롤 수치는 총 콜레스테롤에서 HDL(좋은) 콜레스테롤을 뺀 값이다.  이런 기준은 비만·고혈압·흡연 등의 위험인자 개수에 따라 달라졌다. 위험인자가 없다면 총콜레스테롤 240mg/dL, LDL 콜레스테롤 150mg/dL 수준까지는 괜찮았다. 그러나 위험인자가 1개라도 있으면 총콜레스테롤 220mg/dL, LDL 콜레스테롤 130mg/dL 이상이면 위험도가 올랐다.  위험인자가 2개 이상인 경우에는 총콜레스테롤 200mg/dL, LDL 콜레스테롤 120mg/dL 이상일 때 심뇌혈관질환의 위험도가 유의하게 증가했다.  최근 콜레스테롤 증가와 관련 있는 이상지질혈증 환자가 젊은층에서 늘고 있다. 한국지질동맥경화학회에 따르면 20대에서 남자 25.4%, 여자 26%, 30대에서 남자 41.4%, 여자 34.6%가 이상지질혈증을 가지고 있는 것으로 조사됐다. 그러나 연구팀은 “고콜레스테롤혈증이 있는 성인 중 절반 정도에서만 지질강하제를 복용하고 있고 조절률도 50%에 미치지 못하고 있는 것이 현실”이라고 지적했다.  이상지질혈증은 혈액 중에 지질 또는 지방 성분이 과다하게 많이 함유된 상태를 말한다. 혈중에 총콜레스테롤, LDL 콜레스테롤, 중성지방이 증가한 상태거나 HDL 콜레스테롤이 감소한 상태이다.    이승환 교수는 “비교적 저위험군에 해당하는 젊은 성인에서 이상지질혈증을 가지고 있는 경우가 많으나 약물치료에 대한 기준이 모호한 것이 현실”이라며 “이번 연구는 실제 진료데이터를 근거로 젊은 한국인의 적정 콜레스테롤 수치를 제시했다는 의미가 있다”고 말했다.  이 교수는 “이상지질혈증은 심근경색, 협심증, 뇌졸중 등 심뇌혈관질환 발생 위험을 높이는 동맥경화의 주요 위험인자이지만, 다른 만성질환에 비해 환자들이 가벼운 질병으로 생각하고 치료 적기를 놓쳐 악화할 수 있기 때문에 적극적인 관리가 필요하다”고 강조했다.  이번 연구결과는 유럽예방심장학회지 10월호에 실렸다.  황수연 기자 ppangshu@joongang.co.kr",중앙일보,https://t1.daumcdn.net/news/202211/16/joongang/20221116163026229nspy.jpg,https://v.daum.net/v/20221116163024157
사회,"순창군, 자녀 믿고 맡길 수 있는 '아이돌봄센터' 원아모집","[순창=뉴시스] 김종효 기자 = 전북 순창군이 돌봄이 필요한 어린이를 마음 놓고 맡길 수 있는 '아이돌봄센터' 개관을 앞두고 원아 모집에 나섰다. 군은 미취학 아동 돌봄 사각지대를 해소하고자 지난해부터 3억4200만원의 사업비를 투입, 행복누리센터 2층 빈공간을 리모델링해 300㎡ 규모의 돌봄센터를 조성했다고 16일 밝혔다. 이어 이달 중 개관식을 열고 본격적인 운영에 들어간다며 홈페이지 개설 전까지 정원 30명에 긴급돌봄 5명을 더한 총 35명의 원아를 모집한다고 전했다. 새로 저성된 아이돌봄센터는 프로그램실과 보육실 2개 반, 상담실 등의 공간으로 구성됐으며 아이들이 다양한 보육 프로그램과 함께 각종 교구이용, 체육놀이 등을 할 수 있도록 꾸며졌다. 어린이집, 유치원 하원 후 돌봄교사의 숙제·독서 지도, 놀이지도와 급·간식이 제공되고 이용요금은 무료다. 원아모집 신청기준은 소득수준과 관계없이 긴급·일시 돌봄이 필요한 3세~6세의 모든 미취학 아동이 대상이다. 운영시간은 평일 오후 4시~10시, 토요일은 오전 9시~오후 6시까지이며 일요일과 공휴일은 휴관한다. 군은 아이돌봄센터의 원활한 운영을 위해 센터장을 포함한 4명의 직원 채용도 완료했다. 최영일 군수는 ""순창만의 고유 보육시설인 아이돌봄센터가 접근성이 좋고 믿을 수 있는 시설로써 '아이 키우기 좋은 순창', 더 나아가 '군민 모두가 행복한 순창'의 발판이 되길 바란다""고 말했다. ☞공감언론 뉴시스 kjh6685@newsis.com ",뉴시스,https://t1.daumcdn.net/news/202211/16/newsis/20221116163020598awlr.jpg,https://v.daum.net/v/20221116163020152
사회,어젯밤 서울 신호등 52개 멈췄다…직접 낙뢰 안 맞았는데 왜?," 15일 저녁 8시30분께부터 수도권 지역에 떨어진 낙뢰로 서울의 교통신호기(신호등) 52개가 멈추는 사태가 발생했다. 갑작스럽게 신호등이 멈추면서 운전자들은 혼란을 겪었고 횡단 보도를 건너던 시민들도 당황해 했다. 어떻게 이런 일이 벌어진 것일까.  16일 서울시 등의 설명을 종합하면, 이미 땅에 떨어진 낙뢰도 다른 전력 설비의 전원선이나 신호·통신선을 타고 간접 전달된다. 이때 순간적으로 발생하는 과전류 파형은 신호등 및 정보통신 기기의 제어장치를 교란하는 주요 원인이 된다. 낙뢰가 전자기기를 마비시키는 무기인 이엠피(EMP)폭탄이 된 것이다.  낙뢰로 인해 신호기 안에 있는 피뢰기 기준을 넘는 전압이 발생하면 누전을 막기 위해 ‘과전류 차단기’가 작동된다. 전기설비기준에 따라 신호등은 150V를 초과하는 전압 발생 시 전로를 자동으로 차단한다. 서울시 교통운영과 관계자는 “과전류 차단기는 폭우나 낙뢰가 발생하면 작동한다. 이때 신호등이 꺼졌다는 건 오히려 정상적으로 작동하고 있다는 것을 의미한다”고 말했다.  이 관계자는 이어 “차단기가 제대로 작동하지 않으면 누전이 발생할 수 있다. 실제 2001년 서울·경기 지역에 내린 강우로 가로수 차단기가 작동하지 않으면서 대형 감전 사고가 있었다. 그 뒤로 신호등 차단기도 제대로 작동될 수 있게 점차 규정이 강화돼 왔다”고 덧붙였다. 당시 숨진 49명 중 19명이 감전사였다.  이번 낙뢰로 멈춘 신호등은 시 공무원들이 직접 과전류 차단기를 올리면서 점멸이 다시 시작됐다. 이날 아침 9시까지 조처가 완료돼 서울 시내 모든 신호등은 정상 작동됐다. 곽진산 기자 kjs@hani.co.kr",한겨레,https://t1.daumcdn.net/news/202211/16/hani/20221116163010947ynrr.jpg,https://v.daum.net/v/20221116163008142
사회,"""여수 금오도 해상교량 사업 쉽지 않네""..우여곡절 끝에 의회 통과","            사업비 과다를 이유로 심사를 보류했던 여수 금오도 해상교량 건설 사업 동의안이 진통 끝에 여수시의회를 통과했습니다.             여수시의회는 본회의를 열고 사업 시급성을 고려해 '여수 금오도 해상교량 건설사업을 위한 재원 분담 동의안'을 의결했다고 밝혔습니다.  앞서 시의회는 의회와 사전 협의가 없었고 1천억 원의 시비 부담이 과도한 점을 들어 심사를 보류했습니다. 금오도 해상교량 건설은 지방도 863호선 단절 구간인 금오도∼대두라도∼월호도를 잇는 사업입니다. 총사업비 1,924억 원이 투입되며 사업의 조속한 추진을 위해 전남도와 여수시가 사업비의 절반씩을 부담하기로 했습니다. 교량은 내년 착공해 2027년 개통 예정입니다.",kbc광주방송,https://t1.daumcdn.net/news/202211/16/kbc/20221116163007678qjgu.jpg,https://v.daum.net/v/20221116163002123
사회,이태원 참사 희화화? 10대들 사이에 유행하는 ‘압사놀이’,            16일 중앙일보와 인터뷰를 한 서울의 한 중학교 1학년 A군은 “SNS를 타고 참사 영상이 퍼지면서 이태원 참사를 흉내 내는 듯한 햄버거 놀이가 학년 전체에 퍼진 분위기”라며 “교실 책상·의자를 치우고 10여 명의 아이가 몸을 포개 누르는 일이 쉬는 시간마다 반복되고 있다”고 전했다.             [이데일리 김화빈 기자] 최근 유가족 동의 없이 ‘이태원 참사 희생자’들의 명단이 공개돼 충격인 가운데 10대들 사이에선 이른바 ‘햄버거 게임’으로 불리던 놀이가 ‘이태원 압사놀이’로 유행하는 것으로 드러났다. 이 같은 전언은 10대 이용자가 압도적으로 많은 틱톡에서 ‘이태원놀이’라는 해시태그와 함께 퍼지는 것으로 나타났다. 전국민이 필터링 되지 않은 참사 영상 유포 등으로 트라우마를 호소하는 가운데 감수성이 예민한 청소년들에겐 별다른 교육이나 지도가 부족한 실정이다. 서울시교육청은 최근 서울 내 초·중·고에 ‘압사 사고 예방·대처를 위한 행동요령’을 공문처럼 전달했으나 유사 사고 발생 시 행동 요령을 가르치는 내용이다. 경기도교육청 관계자는 “교육부에서 따로 내려온 지침이 없어 (햄버거 놀이 등) 학교생활 관련 주의 사항은 배포하지 않았다”고 말했다. 교육부 관계자도 “‘학교 안전교육 7대 표준안’(표준안)에 안전 수칙 외에도 SNS·언어 사용 등 학생들이 주의해야 할 여러 내용을 포함할 방침”이라고 했다. 교육 전문가들은 학생들이 참사를 희화화해 소비하지 않도록 섬세한 교육과 접근이 필요하다고 입을 모은다. 임명호 단국대 심리치료학과 교수는 “한때 유행했던 ‘자살 놀이’처럼 10대들은 모방 심리가 크기 때문에 일단 유행이라고 하면 부작용에 대한 생각 없이 따라 하곤 한다”며 “‘나는 저들과 달리 이런 걸 해도 괜찮다’는 식의 우월 심리까지 겹쳐 놀이가 더욱 확산할 우려가 있다”고 우려했다. 한국청소년정책연구원 선임연구위원은 “햄버거 놀이와 같은 그릇된 행동은 SNS나 미디어를 통로로 10대 사이에서 퍼져나간다”라며 “학생들이 이 같은 분위기에 비판적인 시각을 가질 수 있도록 책임감을 가지고 지도해야 한다”고 제언했다. 김화빈 (hwaa@edaily.co.kr) ,이데일리,https://t1.daumcdn.net/news/202211/16/Edaily/20221116162924754ucdo.jpg,https://v.daum.net/v/20221116162921105
사회,'8000만원 뒷돈 수수' 혐의 윤희식 민주당 장애인위원장 구속,"            김성진 기자 zk007@mt.co.kr            윤희식 더불어민주당 전국장애인위원장이 지인의 건물 매매를 도와주는 대가로 수천만원을 받은 혐의로 구속됐다.  서울서부지검은 윤 위원장을 변호사법 위반 혐의로 지난 15일 구속했다고 16일 밝혔다.  윤 위원장은 2020년부터 지난해까지 건설업자인 지인 소유의 건물을 한국토지주택공사(LH)가 매입할 수 있도록 도움을 주고 지인에게 8000만원을 받은 혐의를 받는다.  검찰은 윤 위원장이 LH에 건물 매입 청탁을 했는지, LH가 실제로 해당 건물을 매입했는지, 다른 청탁은 없었는지 등을 수사 중이라고 전해졌다. 윤 위원장은 지난 대선 당시 이재명 더불어민주다 후보의 선거대책위원회 장애인위원장을 지냈다.  검찰 관계자는 ""수사 중인 사안""이라며 ""자세한 내용을 공개하기는 어렵다""고 밝혔다.  <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>",머니투데이,https://t1.daumcdn.net/news/202211/16/moneytoday/20221116162907568amvb.jpg,https://v.daum.net/v/20221116162906098
사회,"강원도새마을지도자, 가리왕산 올림픽 국가정원 유치 의지 결집"," 강원도새마을지도자 1000여 명이 국민고향 정선에서 강원새마을운동 비젼 선언과 함께 가리왕산 올림픽 국가정원 유치 의지를 결집해 나가기로 했다.            강원도새마을회(회장 박형배)는 16~17일 국민고향 정선에서 ‘새로운 도전, 살맛나는 공동체’를 슬로건으로 1000여 명의 새마을지도자 및 가족들이 참여한 가운데 2022 강원도 새마을지도자 대회를 개최한다. 16일에는 오는 12월부터 정선 가리왕산 케이블카가가 시범 운영되는 가리왕산 하봉을 찾아 올림픽 문화유산인 가리왕산 케이블카 시설과 가리왕산의 아름다운 자연경관을 둘러보며 가리왕산 케이블카 운영 활성화와 가리왕산 올림픽 국가정원이 국민고향 정선에 반드시 유치될 수 있도록 의지를 다지는 시간을 가졌다. 이날 가리왕산을 찾은 김명선 강원도새마을회 사무처장은 “가리왕산을 케이블카를 타고 편안하게 올라 아름다운 풍광을 감상할 수 있어 즐거웠다”며 “앞으로도 노약자와 어린이, 장애인 등 이동약자는 물론 모든 국민들이 올림픽 유산을 간직한 가리왕산을 찾아 일상에 지친 몸과 마음을 힐링하는 소중한 시간과 함께 평화올림픽 유산인 가리왕산에 올림픽 국가정원이 반드시 조성되기를 기원한다”고 말했다. 또한 이날 아리랑센터에서 가리왕산 등 정선의 명소 탐방 사진 콘테스트 시상식과 함께 한국의 소리, 세계의 소리인 정선아리랑을 현대적 트랜드에 맞게 재해석한 신개념 뮤지컬 퍼포먼스 ‘아리 아라리’ 공연을 관람했다. 17일에는 아리랑센터 아리랑홀에서 2022 강원도 새마을지도자 대회 본 행사로 2022 강원새마을운동 성과 보고, 새마을운동 유공자 포상, 2023 강원새마을운동 비젼선언, 새마을 노래 제창 등의 순으로 진행된다. 박형배 강원도새마을회장은 “따뜻한 우리 지역을 만들기 위해 누구보다 더 이웃을 사랑하고, 나눔을 실천하는 새마을지도자 여러분들이 있기에 강원도 새마을지도자 대회를 성황리에 개최할 수 있었다”며 “새롭게 변화하는 우리 사회에서 요구되는 시대정신을 더해, 함께 잘사는 공동체 실현을 위해 우리 모두가 함께 해줄 것”을 당부했다. 정선=박하림 기자 hrp118@kukinews.com",쿠키뉴스,https://t1.daumcdn.net/news/202211/16/kukinews/20221116162907149rhee.jpg,https://v.daum.net/v/20221116162905097
