사회,"계룡보건소, 의료사각지대 찾아가는 ‘우리마을 주치의제’ 운영","(대전ㆍ충남=뉴스1) 송원섭 기자 = 충남 계룡보건소는 이달 말까지 의료취약·사각지대 마을주민을 위해 직접 찾아가 의료서비스를 제공하는 ‘우리마을 주치의제’를 운영한다고 9일 밝혔다. 우리마을 주치의제는 의료 접근성이 상대적으로 낮은 지역 주민의 질병 예방과 질환자 관리를 위해 각 분야 전문인력으로 구성된 의료진과 전문가가 직접 마을에 찾아가 보건의료서비스를 제공하는 사업이다. 대상 지역은 관내 자연마을로 교통이 불편하고 어르신 거주 비율이 높은 도곡리와 광석리이며, 매주 수요일과 금요일 경로당을 방문해 진료할 예정이다. 특히 시는 일률적인 의료서비스 제공에서 벗어나 매주 다른 서비스를 제공해 종합적인 어르신 건강관리에 나설 계획이다. 의료서비스는 혈압·혈당 및 건강상담서비스(1회차), 운동처방사 악력측정 및 개인별 맞춤 운동 처방(2회차), 영양사 만성질환 예방 영양교육(3회차), 음악치료 전문가 인지음악활동(4회차), 한방진료 상담 및 약 처방(5회차) 등으로 진행된다.  보건소 관계자는 “우리마을 주치의제 운영으로 지역 주민 건강을 세심히 살펴나갈 계획”이라며 “만성질환 예방 교육을 통해 주민 스스로 건강을 관리할 수 있도록 사업 추진에 최선을 다하겠다”고 말했다. sws3942@news1.kr ",https://v.daum.net/v/20221109142347568
사회,"[속보] 경기도, 일산대교 사업자 취소소송 패소… 통행 유료", [아시아경제 김대현 기자]   김대현 기자 kdh@asiae.co.kr,https://v.daum.net/v/20221109142346567
사회,"경북도, 2022 대한민국 지방시대 엑스포 참가…정책·산업 홍보"," [안동=뉴시스] 박준 기자 = 경북도는 오는 10일부터 12일까지 부산 벡스코에서 열리는 2022 대한민국 지방시대 엑스포에 참가해 현 정부의 정책에 부응하고 민선 8기 지방시대를 주도할 경북의 정책과 산업을 홍보한다. 9일 도에 따르면 도 전시관은 지방시대를 주도하는 K-미래산업의 중심! 경북’을 주제로 지역이 선도하고 있는 미래 신(新)산업을 소개하고 인구소멸의 선제적 대응으로 호평 받는 이웃사촌시범마을 사업로 청년들의 활기가 살아나는 희망찬 경북의 미래상을 표현했다. 전시관 내부는 스마트팜 혁신밸리, 규제자유특구, 메타버스, 이웃사촌시범마을, 이웃사촌시범마을 내 입주 청년 창업카페 등 5개 존(zone)으로 구성해 각 존마다 화려한 첨단 전시기법으로 관람객들에게 다양한 볼거리를 제공한다. 먼저, 미래 농업을 선도할 스마트팜 혁신밸리존은 스마트팜 기술로 재배되는 식물을 현장에서 생생히 볼 수 있다. 또한 과학산업 분야 규제혁신으로 지역산업의 새로운 도약을 보여주는 규제자유특구존은 현재 전국 최고.최다 경북 규제자유특구(배터리 리사이클링, 산업용 헴프, 스마트 그린 물류, 전기차 무선충전) 현황을 영상으로 나타낸다. 올해 선정된 전기차 무선충전 규제자유특구는 실제 전기차 충전 모습을 가상 연출해 관람객들의 흥미를 유발했다. 또 미래 경제·사회 혁신을 이끌 디지털 기회의 땅으로 지역경제 발전의 새로운 모델 메타버스존은 최첨단 ICT 기술이 총망라된 차세대 융합산업 메타버스로 도약하는 메타버스 수도 경북 영상으로 경북의 더 큰 미래상을 제시한다. 이웃사촌시범마을존은 도와 의성군이 연계협력 방식으로 추진한 인구소멸 우수정책 ‘이웃사촌시범마을사업’을 소개한다. 특히 이웃사촌시범마을 청년 창업카페존은 실제 이웃사촌 시범마을에 입주해 의성살이에 성공한 도시청년 창업가를 초청해 자체 개발한 수제맥주와 지역 안계쌀로 즉석에서 제조한 음료는 관람객에게 선보인다. 2022 대한민국 지방시대 엑스포는 2004년부터 2021년까지 개최된 균형발전박람회와 지방자치박람회를 통합한 국내 최대 규모의 행사로, 국가균형발전의 비전과 지역발전, 지방자치 정책을 공유하고 소통하는 장이다.  도 김학홍 행정부지사는 ""이번 행사는 새 정부가 지역의 균형발전과 지방자치의 비전과 전략, 향후 과제를 논의하는 의미 있는 자리로, 경북의 미래 먹거리와 인구소멸 대응 우수 사업을 소개할 수 있어 기쁘다""며 ""향후 도가 더욱 창의적인 정책으로 어디서나 살기 좋은 지방시대를 주도해 나갈 수 있도록 균형발전과 지방자치를 선도해 나가겠다""고 밝혔다. ☞공감언론 뉴시스 june@newsis.com ",https://v.daum.net/v/20221109142343564
사회,"용산구청, 해밀톤호텔 주변 불법건축물 경찰에 고발","          용산구청이 참사 발생 9일 만에 이태원 참사 현장 주변 불법건축물 5곳을 경찰에 고발했습니다. 용산구청은 그제(7일) 서울 용산경찰서에 해밀톤호텔 본관과 별관, 인근 골목 불법 건축물 등 5곳을 건축법 위반 혐의로 고발했습니다.  구청은 그동안 해밀톤호텔의 불법건축물에 대해 이행강제금만 징수해왔습니다.  용산구청은 불법건축물에 대한 고발이 이번이 처음이 아니라면서도, 이전 고발 대상이 해밀톤호텔의 불법건축물이었는지, 고발 시점이 언제였는지 등은 밝히지 않았습니다. 용산경찰서는 경찰청 특별수사본부가 이태원 참사 관련 불법 증축 부분을 들여다보고 있어, 고발 건을 넘길지 검토 중입니다. ■ 제보하기▷ 카카오톡 : 'KBS제보' 검색▷ 전화 : 02-781-1234▷ 이메일 : kbs1234@kbs.co.kr▷ 뉴스홈페이지 : https://goo.gl/4bWbkG 최혜림 기자 (gaegul@kbs.co.kr)",https://v.daum.net/v/20221109142314548
사회,미성년 학원생 자매 11년간 성폭행한 원장의 최후,"(시사저널=박선우 객원기자) 자신이 운영중인 학원에 다니던 미성년 자매 학원생을 10년 이상 성폭행 및 추행한 혐의로 기소됐던 50대 원장에게 징역 20년형이 선고됐다. 대전지방법원 천안지원 제1형사부(서전교 부장판사)는 9일 아동·청소년의 성보호에 관한 법률 위반(위계 등 간음) 등 혐의로 재판에 넘겨진 원장 A(59)씨에게 징역 20년을 선고했다. 아울러 10년간의 신상정보 공개, 10년 간의 아동·청소년·장애인 관련 시설 취업 제한, 20년간의 위치추적 전자장비 부착 명령도 함께 내렸다. 이날 재판부는 A씨에 대해 ""추행에 피해자 동의 등이 있었다는 취지로 범죄사실을 다투고 있는데 피고인(A씨)과 피해자의 관계, 피해자의 나이 등에 비춰보면 그러한 주장을 받아들이기 어렵다""면서 ""충분히 추행에 고의, 위력, 간음이 인정된다""고 밝혔다. 양형 이유에 대해서도 ""피해자 뿐만 아니라 가족들도 엄청난 피해를 호소하면서 피고인에 대한 엄벌을 요구하고 있다""면서 ""피고인이 진지하게 반성하고 있는지 의문이고, 죄책에 상응하는 엄중한 처벌이 필요하다""고 판시했다. 천안에서 학원을 운영중이던 A씨는 지난 2010년 4월부터 2021년 4월까지 총 11년 간 학원생이던 친자매 2명을 성폭행한 혐의를 받고 구속기소 됐다. 또 다른 학원생 2명을 강제 추행한 혐의도 있다. A씨의 범행은 지난 2010년 수업 중이던 B양의 신체를 만지는 수법으로 시작됐다. 당시 B양의 나이는 10세 미만이었다. B양이 13세 이상이 될때부턴 수업 중 강의실에서 B양을 성폭행하기 시작했다. 해당 기간 동안 B양 성폭행 횟수만 100회 이상인 것으로 조사됐다. A씨의 마수는 B양의 동생에게까지 뻗쳤다. 지난 2015년 당시 10세에 불과했던 B양의 동생 C양을 강제추행한 것이다. C양이 14세가 됐던 2019년부터 2020년까지 50차례 성폭행하기도 했다. B양과 C양 자매는 홀로 자신들을 돌보던 어머니에게 부담을 주지 않고자 피해 사실을 함구해 왔던 것으로 조사됐다. 이들 자매가 성인이 된 후 피해 사실을 털어놓으면서 사건이 수면위로 드러났다. A씨는 범행이 발각되자 학원을 폐업 조치했다.",https://v.daum.net/v/20221109142302540
사회,"김태우 강서구청장의 스폰서로 지목 건설업자, 1심 징역형 집행유예"," 김태우 강서구청장(전 검찰 수사관)의 '스폰서'로 지목됐던 건설업자 최모(62) 씨가 부정한 청탁을 통해 사업을 따낸 혐의로 1심에서 징역형의 집행유예를 선고받았다.  9일 서울중앙지법 형사합의21-3부(장용범 마성영 김정곤 부장판사)는 직권남용권리행사방해 등 혐의로 기소된 최 씨에게 징역 3년에 집행유예 5년을 선고했다.  최 씨는 평소 친분을 쌓은 국토교통부 서기관 A 씨에게 대형 건설업체에 영향력을 행사하도록 해 2017년 62억원 상당의 고속도로 방음벽 사업을 따낸 혐의로 기소됐다. 2006년부터 2018년까지 회삿돈 28억여원을 횡령한 혐의도 있다.  재판부는 최 씨의 혐의를 대부분 유죄로 인정하며 ""공무원에게 부정한 자금 집행을 청탁하고, 그 대가를 피고인이 운영하는 회사로 돌아가게 했다""고 지적했다.  다만 ""피해 회복을 위해 노력하고 있고, 반성하는 태도를 보인다""며 형의 집행은 유예했다.  최 씨의 청탁을 들어준 A 씨도 직권남용권리행사방해 혐의가 유죄로 인정돼 징역 1년에 집행유예 3년, 100만원의 벌금형과 50만원의 추징 명령을 선고받았다.  최 씨는 2018년 12월 청와대 민정수석실 특별감찰반의 민간인 사찰 의혹을 제기한 김 구청장의 스폰서로 지목된 인물이다.  김 구청장은 최 씨에게 '특감반에 파견될 수 있게 도와달라'는 취지로 인사청탁을 했고, 최 씨에 대한 경찰 뇌물공여 수사에 부당하게 개입하려 한 것으로 조사됐다. 대검찰청은 2019년 1월 그를 해임했다.  앞서 8월 수원지법은 김 구청장에 대해 공무상 비밀누설 혐의로 2심에서 징역 1년에 집행유예 2년을 선고했다.  김 구청장은 청와대 특별감찰반에 파견근무했던 2018년 12월부터 2019년 2월까지 공무상 알게 된 비밀을 여러 차례에 걸쳐 언론 등을 통해 폭로한 혐의로 기소됐다. 2심 판결이 확정되면 구청장직을 상실한다. ",https://v.daum.net/v/20221109142251530
사회,"김순호 구례군수, 저소득층 월동난방 지원사업 꼼꼼하게 추진 당부"," 김순호 군수는 7일 실과장 정책토론회를 개최하고 따뜻한 겨울을 준비하기 위해 월동난방 지원사업 준비 철저 등 꼼꼼한 현안업무 추진을 강조했다.            [김슬지 기자(=구례)(kde3200@daum.net)]김순호 구례군수는 정책토론회를 열고 적극적인 군정 수행을 촉구하면서 저소득가구의 월동난방 지원사업을 꼼꼼히 시행하여 누락되는 가구가 없도록 당부하였다. 구례군이 동절기 저소득가구 월동난방 지원사업 대상자 선정에 나선다. 이날 토론회에서 김 군수는 저소득층을 대상으로 하는 월동난방 지원사업의 꼼꼼한 수행을 지시하고, 이어서 오산케이블카 설치사업 및 군관리계획 주민설명회, 재난대응 안전한국훈련 준비 철저 등 적극적인 군정 수행을 주문했다. 구례군은 다가오는 겨울을 준비하기 위해 기준 중위소득 60% 이하인 저소득가구를 대상으로 월동난방 지원사업 대상자를 오는 15일까지 선정할 계획이다. 지원 대상자는 약 105가구로서 따뜻한 겨울을 보낼 수 있도록 실속 있게 이불, 전기장판, 등유 등을 지원한다는 방침이다. 아울러 지원내용 중 이불세트와 전기장판의 경우 각 40세대에 지원, 등유의 경우 25세대에 지원하며 12월 2일까지 전달을 마칠 예정이다. 특히 이 사업을 통해 따뜻하고 훈훈한 겨울을 지내며 저소득가구의 생활 안정을 도모하여 더 나은 희망복지를 실현시키는데 큰 의미를 두고 있다. 김순호 군수는“저소득가구가 따뜻한 겨울을 보낼 수 있도록 지원에 최선을 다할 것과 신청이 누락되지 않도록 홍보에 심혈을 기울여 줄 것”을 지시했다. [김슬지 기자(=구례)(kde3200@daum.net)]",https://v.daum.net/v/20221109142247529
사회,"코로나 확산 초기 ‘사랑제일교회 예배’ 참여한 김문수, 1심 무죄","[헤럴드경제=김영철 기자] 신종 코로나바이러스 감염증(코로나19) 확산 초기인 2020년 서울시의 집회금지명령을 어기고 사랑제일교회 현장예배를 참여한 혐의로 재판에 넘겨진 김문수 경제사회노동위원회 위원장에 대해 법원이 1심에서 무죄를 선고했다. 9일 오전 서울북부지법 형사13단독(부장 김병훈)은 감염병의 예방 및 관리에 관한 법률(감염병예방법) 위반 혐의로 재판에 넘겨진 김 위원장에게 무죄를 선고했다. 아울러 재판에 함께 넘겨진 사랑제일교회 관계자 김모 씨 등 6명도 모두 무죄를 선고받았다. 재판부는 “2020년 3월 사랑제일교회 예배 당시 수용 인원을 초과하는 사람들이 교회에 출석했고 교회 바닥, 주차장 등에서 예배하는 등 감염병 수칙을 지키지 않은 사실이 일부 확인됐다”면서도 “감염병 확산 등을 위해 현장 예배를 금지하는 것이지만 이 경우 종교의 자유를 침해해서는 안 된다”고 설명했다. 이어 “사랑제일교회가 (코로나19 방역지침을) 위반한 정도가 중하지 않았고 방역수칙을 준수하기 위해 노력한 것으로 보인다”며 “사랑제일교회에 확진자가 다녀가거나 신도가 확진자와 접촉하는 등 제재해야할 정황도 없었다”고 말했다. 그러면서 “전면적인 현장예배로 침해되는 사익이 이 사건 처분으로 달성할 공익보다 적다고 볼 수 없다”며 “피고인 일부는 현장예배에 참석한 사실이 없다고 주장하는데, 제출된 증거만으로는 참석했다는 사실이 증명됐다고 보기 어렵다”고 선고 이유를 밝혔다. . 앞서 김 위원장 등은 지난 2020년 3월부터 4월까지 코로나19 확산 방지를 위해 발령된 서울시의 집회금지명령을 어기고 사랑제일교회에서 3~4차례 현장예배를 강행한 혐의로 재판에 넘겨졌다. 검찰은 같은해 9월 김 위원장 등을 재판에 넘겼고 약 2년간 재판이 진행됐다. 김 위원장은 지난해 2월 열린 첫 재판에서 “저는 전광훈 목사의 애국적인 설교를 매우 좋아한다”며 “좋아하는 말씀 들으려고 갔는데 그것이 감염병예방법 위반인가. 그러면 다 처벌돼야 한다""고 말했다. yckim6452@heraldcorp.com",https://v.daum.net/v/20221109142245526
사회,광주 수능 응시생 85명 확진…수험생 지원 대책 마련,"(광주=연합뉴스) 손상원 기자 = 오는 17일 대학수학능력시험을 앞두고 방역·교육 당국이 수험생 지원 등 신종 코로나바이러스 감염증(코로나19) 대응 대책을 마련했다. 9일 광주시에 따르면 지난 2∼7일 발생한 광주 수험생 확진자는 고 3 재학생 66명, 졸업생 19명 등 모두 85명이다. 이들은 시험일 전에 격리 해제될 예정이지만, 당국은 모니터링을 유지하기로 했다. 오는 11일부터 확진되는 격리 대상 수험생은 별도 시험장 2개교에서, 입원 치료가 필요한 수험생은 빛고을 전남대병원에서 시험을 치른다. 확진되지 않은 유증상자들은 38개교 시험장별로 마련된 2개 분리 시험실을 이용한다. 당국은 수능일 자차 이동이 어려운 수험생을 위해 119와 보건소 구급차를 지원하고, 보건환경연구원은 시험 전날인 16일 오후 10시까지 코로나19 검사를 한다. sangwon700@yna.co.kr ▶제보는 카톡 okjebo",https://v.daum.net/v/20221109142243523
사회,"[이태원 참사] 尹질타 이틀만에…경찰, 대혁신 TF 구성","[헤럴드경제=강승연 기자] ‘이태원 참사’ 부실 대응 논란에 휩싸인 경찰이 대혁신 태스크포스(TF)를 구성하고 상황관리, 보고체계 등 업무 전반에 대한 전면 쇄신에 나섰다. 윤석열 대통령이 “대대적 혁신이 필요하다”며 경찰을 질타한 지 이틀 만에 나온 조치다. 경찰청은 9일 “이태원 참사에서 드러난 상황관리, 보고체계, 현장대응 등 총체적 난맥상에 대해 책임을 통감한다”며 업무 전반을 전면 쇄신하기 위해 ‘경찰 대혁신 TF’를 구성한다고 밝혔다. 이번 TF 구성안은 윤 대통령이 지난 7일 윤희근 경찰청장도 참석한 국가안전시스템 점검회의에서 “경찰 업무에 대대적인 혁신이 필요하다”며 강하게 질책한 데 따른 조치다. 경찰 대혁신 TF에서는 외부 민간 전문가와 전직 경찰관리자(치안정감)를 공동위원장으로 하고, 경찰청 국장급 부서장 전원이 위원으로 참여해 혁신방안을 논의하게 된다. 크게 ▷인파관리 개선팀 ▷상황관리·보고체계 쇄신팀 ▷조직문화 혁신·업무역량 강화팀 등 분야별 혁신팀을 꾸려 문제점을 심층 진단하고, 전문가 의견을 종합해 혁신안을 도출할 예정이다. 또 경찰청 차장 직속으로 총괄팀을 운영해 이행과정을 챙기는 한편, 경찰행정학·도시공학·소방안전 등 학계와 연구기관 전문가들이 참여하는 ‘민간 자문단’도 운영하기로 했다. 분야별 운영방안을 보면, ‘인파관리 개선팀’에서는 다중운집·재난 등 위험성을 예측·판단하는 기준을 정립하고, ‘주최자 없는 다중운집’ 상황을 포함한 ‘경찰 안전관리 매뉴얼’을 정비한다. 밀집도 분석에 따른 위험경보체계 구축과 인파규모 단계별 질서유지 방안을 수립하고, 중장기적으로 관련 민간경비업 육성 계획도 마련한다. 상황관리·보고체계 쇄신팀은 112신고 접수·지령·지휘, 상황관리·보고, 현장조치, 신속지원 등 112신고 출동·대응 전반에 걸쳐 개선방안을 마련한다. 중요·긴급상황은 지휘관까지 신속하게 보고되도록 보고체계도 쇄신한다. 반복신고에 대한 조기경보체계 도입, 소방 등 유관기관 공조체계도 구축할 예정이다. 조직문화 혁신·업무역량 강화팀에서는 관련 직무·역량 기반 교육과 ‘관리자 자격 심사제’ 도입, 인재개발 혁신 등 교육훈련 대개혁을 추진할 방침이다. 긴급·위험 상황에서 적극적인 선조치, 법집행 등에 대해서는 적극행정 면책을 적용하는 방안도 추진한다. 경찰청 관계자는 “연내 종합 혁신계획을 수립해 차질없이 이행하는 한편, 특별감찰팀·특별수사본부의 감찰·수사 결과에서 드러난 구조적 문제점도 즉시 반영해 계획의 실효성을 제고할 예정”이라고 강조했다. spa@heraldcorp.com",https://v.daum.net/v/20221109142241520
