cluster_num,title,content,url,positive,negative
1,"사망사고로 현장감독 받던 SPC, 감독관 가방 뒤져 서류 유출","[뉴스데스크] ◀ 앵커 ▶ SPC 계열 제빵공장에서 20대 노동자가 기계에 끼어 숨진 사고 이후, 고용노동부는 SPC 계열사 전체에 대해 현장 감독에 들어갔는데요, 한 직원이 근로감독관의 가방을 몰래 뒤져서 감독 계획서를 촬영하고 본사 등에 유출시킨 사실이 드러났습니다. 박진준 기자가 취재했습니다. ◀ 리포트 ▶ SPC그룹 계열사인 SPC삼립의 세종생산센터. 지난 3일, 한 직원이 현장에 근로감독을 나온 공무원의 가방을 뒤져, 서류를 몰래 촬영한 사실이 드러났습니다. 서류는 대전지역 SPC 계열사에 대한 감독 일정과 담당자, 대상 사업장 목록이 담긴 감독계획서입니다. 이 직원은 사내 메신저 등을 통해 서류를 SPC삼립 본사와 SPC의 다른 계열사들까지 공유했습니다. 고용노동부는 익명의 내부자 제보로 유출 사실을 알게 됐고, 해당 직원을 공무집행방해로 경찰에 신고했습니다.  [고용노동부 담당자] ""회사에 이런 게 돌고 있다, 회의실에 있는 것(가방)을 뒤져서 했다고 하더라고 제보를 한 것 같습니다. 경찰 조사하는 과정에서 자백을 했습니다."" SPC삼립은 곧바로 사과문을 냈습니다. 황종현 대표이사는 “책임을 통감하고 깊이 사과드린다”며 “해당 직원을 즉시 업무에서 배제했고 엄중하게 징계하겠다""고 밝혔습니다. 또 ""반성하는 자세로 근로감독을 포함한 모든 조사에 성실히 임하겠다""고 밝혔습니다. -- 지난달 15일에는 SPC그룹 계열인 SPL 제빵공장에서 20대 노동자가 소스 반죽 기계에 끼어 사망했습니다. SPC그룹은 회장이 직접 사과까지 했습니다. [허영인 / SPC그룹 회장 (10월 21일)] ""국민 여러분의 엄중한 질책과 지적을 겸허히 받아들이겠습니다."" 고용노동부는 지난달 28일부터 파리크라상 본사와 20개 계열사 전체에 대해 기획 감독을 하고 있는데, 서류 유출 이후 감독 일정을 바꾸기로 했습니다.  MBC뉴스 박진준입니다. 영상편집 : 양홍석 MBC 뉴스는 24시간 여러분의 제보를 기다립니다.  ▷ 전화 02-784-4000 ▷ 이메일 mbcjebo@mbc.co.kr ▷ 카카오톡 @mbc제보 영상편집 : 양홍석 박진준 기자(jinjunp@mbc.co.kr) 기사 원문 - https://imnews.imbc.com/replay/2022/nwdesk/article/6424091_35744.html",https://v.daum.net/v/20221105203122210,16.660526315789475,25.296315789473685
1,"SPC삼립, 노동부 감독관 자료 사진 찍다 덜미…""깊이 사과"""," 【 앵커멘트 】 계열사 직원 사망 사고로 고용노동부의 감독을 받던 SPC삼립의 직원이 감독관 서류를 무단으로 촬영했다가 덜미가 잡혔습니다. 대표가 나서서 사과하고 해당 직원을 징계할 것이라고 밝혔는데요. 안병욱 기자가 자세한 소식 전합니다.  【 기자 】 SPC삼립 세종생산센터에서 사건이 일어난 건 지난 3일 오전입니다. 고용노동부 대전고용노동청 근로감독관들이 현장감독으로 회의실을 비운 사이, SPC삼립 직원이 감독관의 가방을 무단으로 뒤졌습니다. 감독일정과 인원 편성 등이 적힌 감독계획서를 촬영한 뒤, 사내 메신저를 통해 사진을 공유했습니다. ▶ 인터뷰(☎) : 고용노동부 관계자 - ""'문서 이런 게 돈다' 이런 내용을 (감독관이) 제보를 받았답니다. (SPC)삼립 있는 관할 경찰서에서 현장 나와서 1차 조사…."" 해당 직원은 현재 공무집행방해 혐의로 경찰 조사를 받고 있습니다.  SPC삼립은 오늘(5일) 오전 대표이사 명의의 사과문을 내놨습니다.  황종현 대표는 ""결코 있을 수 없는 일이 발생한 것에 대해 깊은 책임을 통감한다""며 ""경위가 확인되는 즉시 신속하고 엄중하게 징계 조치할 것""이라고 밝혔습니다.  ▶ 인터뷰(☎) : SPC삼립 관계자 - ""(해당 직원은) 당연히 업무배제가 됐고요. 경찰 조사 이뤄지고 내용이 나오면 응당한 책임을 다 져야죠."" SPC삼립은 해당 직원의 단독 행위라는 해명이지만, 상부 지시가 있었는지 여부는 경찰 조사 결과 나올 전망입니다.  MBN뉴스 안병욱입니다. [obo@mbn.co.kr] 영상편집 : 이동민 그래픽 : 유영모",https://v.daum.net/v/20221105200847070,12.097857142857142,31.56357142857143
1,고용부 서류 무단 촬영 SPC삼립 대표 “물의 일으켜 깊이 사과”,"SPC삼립의 한 직원이 고용노동부 감독관 서류를 유출한 것과 관련 황종현 SPC삼립 대표이사가 5일 본인 명의의 사과문을 내고 “관계 당국의 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과 드린다”고 밝혔다. 황 대표는 이날 오전 사과문을 통해 “결코 있을 수 없는 일이 발생한 것에 대해 깊은 책임을 통감하고 있다”고 했다. 앞서 평택 공장(SPL)에서 발생한 사망 사고와 관련해 고강도 기획 감독을 받고 있는 SPC그룹 직원이 감독관 서류를 몰래 뒤져 찍은 뒤 회사에 유출한 사건이 발생했다. 대전고용노동청은 현장 감독 중이던 SPC삼립의 해당 직원을 공무집행방해 혐의로 경찰에 신고했고, 현재 수사가 진행 중이다. 황 대표는 “SPC삼립은 해당 직원을 즉시 업무에서 배제했고 경위가 확인되는 즉시 신속하고 엄중하게 징계 조치할 것”이라며 “철저한 반성과 윤리의식 제고를 위한 조치를 마련해 엄격히 실행하겠다”고 약속했다. 그러면서 “SPC삼립은 반성하는 자세로 관계 당국의 근로 감독을 포함한 모든 조사에 성실히 임할 것”이라며 “거듭 이번 일에 대해 머리 숙여 사죄드린다”고 덧붙였다.",https://v.daum.net/v/20221105172625232,1.97,29.900000000000002
1,SPC삼립 직원 불법 촬영 걸리자…“개인 일탈·과잉 충성” 해명,"  [앵커]              인명사고가 난 SPC가 또 물의를 일으켰습니다.             고용노동부가 보낸 특별감독관 서류를 직원이 몰래 찍어 내부 공유까지 한 겁니다.  들키자마자 머리를 숙였지만 정신 못 차렸다는 비판, 피하긴 어렵습니다.  안보겸 기자입니다.  [기자] 고용노동부가 SPC삼립 직원을 공무집행 방해로 경찰에 고발했습니다.  대전고용노동청이 지난 3일 SPC삼립 세종생산센터 특별 감독을 나왔다 어처구니 없는 일을 당한 겁니다.  SPC삼립의 한 직원이 현장 감독 나온 노동청 감독관들이 회의실에 없는 틈을 타 책상에 놓인 서류 등을 무단 촬영한 뒤 사내 메신저를 통해 SPC삼립 본사와 다른 SPC 계열사 등에 공유한 것으로 확인됐습니다.  촬영한 서류에는 SPC그룹 감독 일정과 감독 대상 64개 사업장 목록 등이 담겨 있었습니다.  사업장 어디가 언제 현장 감독과 점검을 받는지 미리 빼내려 한 겁니다.  지난달 근로자가 소스 배합기에 끼여 숨진 뒤 SPC그룹은 회장까지 나서 대국민 사과를 하고 관계 당국 조사도 성실히 받겠다고 했습니다.  [허영인 / SPC그룹 회장 (지난달 21일)] ""회사는 관계 당국의 조사에 성실히 임하고 있으며, 정확한 사고 원인 파악과 후속 조치를 위해 노력하고 있습니다.""  하지만 눈가리고 아웅이었던 겁니다.  논란이 일자 SPC삼립 측은 황종현 대표이사 명의로 사과문을 내 ""관계 당국 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과드린다""고 밝혔습니다.  또 SPC그룹 측은 ""해당 직원의 우발적인 개인 일탈 행위일 뿐""으로 ""과잉 충성에서 비롯된 것""이라며 조직적 개입에 대해선 선을 그었습니다.  SPC그룹은 최근 3주 사이 사과만 4번 했습니다.  하지만 소비자 마음은 되돌리지 못하고 있습니다.  채널A 뉴스 안보겸입니다.  영상편집 : 최창규  안보겸 기자 abg@ichannela.com",https://v.daum.net/v/20221105195649940,13.929473684210524,41.521578947368404
1,근로감독관 가방 뒤진 SPC 직원…문서 찍어 '내부 공유'," [앵커]            빵을 만들던 20대 노동자가 기계에 끼어 숨지면서 고용노동부의 집중 감독을 받던 SPC에서 황당한 일이 벌어졌습니다. 한 직원이 근로감독을 온 감독관 가방을 뒤져, 계획서를 훔쳐 찍고는 사내메신저로 공유한 겁니다. 직원 개인의 일탈이 아닌 회사가 관여한 것 아니냔 의혹이 일고 있습니다. 김나한 기자입니다. [기자] 대전지방고용노동청에서 SPC삼립 세종 공장에 산업안전 근로감독을 나간 건 지난 3일 오전입니다. JTBC 취재 결과, 이날 오전 10시 쯤 감독관들은 회의실에 서류 가방을 두고, 현장 감독을 하러 나갔습니다. 그러자 직원 A씨가 감독관 가운데 한 명의 서류가방을 뒤져 'SPC그룹 계열사 기획감독 실시 계획서'를 발견했습니다. 대전청의 감독 일정과 감독반 편성, 전체 감독 대상 사업장 목록이 적힌 서류입니다. 노동부는 A씨가 이 문서를 찍은 뒤, 오전 11시 반쯤 상급자 3명에게 사내 메신저로 전파했다고 밝혔습니다. 대전청이 문서 유출을 알게 된 건 같은 날 오후 3시 50분쯤입니다. SPC 내부로부터 익명의 제보를 받은 겁니다. 노동부는 A씨를 공무집행방해 혐의로 경찰에 신고했습니다. SPC삼립측도 황종현 대표이사 이름으로 사과문을 내고 ""해당 직원을 즉시 업무에서 배제했다""고 했습니다. 하지만 노동부는 사진이 찍혀 사내로 퍼진 세 시간여 동안, SPC가 공식적으로 아무런 조치를 하지 않았다고 밝혔습니다. 사실상 SPC측이 직원의 행동을 묵인하거나 지시한 것 아니냐는 의혹이 불거졌습니다. 노동부도 ""개인의 일탈인지 조직적 행위인지 여부는 경찰의 조사 결과를 보고 판단하겠다""고 했습니다. (영상디자인 : 황수비)",https://v.daum.net/v/20221105190603625,24.63818181818182,39.18454545454545
1,"SPC삼립, 노동부 감독관 서류 도촬해 유출…“깊은 책임 통감”","            SPC삼립의 한 직원이 고용노동부의 조사가 진행되는 동안 감독관 서류를 몰래 촬영해 유출한 것으로 드러났다. 이와 관련해 SPC삼립 측은 “관계 당국의 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과 드린다”고 밝혔다.             SPC삼립은 이날 황종현 대표이사 명의로 발표한 사과문에서 “지난 3일 SPC삼립 사업장에서 고용노동부 조사가 진행되던 중 당사 직원이 감독관의 서류를 유출하는 일이 발생했다”며 “당사는 결코 있을 수 없는 일이 발생한 것에 대해 깊은 책임을 통감하고 있으며 관계당국의 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과드린다”고 밝혔다.             이어 “회사는 해당 직원을 즉시 업무에서 배제했고 경위가 확인되는 즉시 신속하고 엄중하게 징계 조치할 것”이라며 “철저한 반성과 윤리의식 제고를 위한 조치를 마련해 엄격히 실행하겠다”고 덧붙였다.             노동부에 따르면 지난 3일 대전고용노동청의 감독을 받던 SPC삼립세종생산센터에서 이 회사 직원이 감독관의 서류를 뒤져 감독계획서를 무단 촬영했다.             이 직원은 사내 메신저 등을 통해 SPC삼립 본사와 다른 SPC 계열사 등과 사진을 공유한 것으로 전해졌다.             유출된 감독계획서에는 대전고용노동청의 감독일정, 감독반 편성, 전체 감독대상 사업장(64개) 목록이 기재되어 있던 것으로 알려졌다.             대전고용노동청은 이 같은 사실을 인지한 뒤 해당 문서를 무단촬영하고 내부 공유한 직원을 공무집행방해 혐의로 경찰에 신고했다.             김혜린 동아닷컴 기자 sinnala8@donga.com",https://v.daum.net/v/20221105135444824,14.899999999999997,27.440999999999995
1,"SPC삼립 직원, 노동부 서류 무단 촬영해 유포...""깊이 반성"""," SPC삼립 직원이 고용노동부의 조사가 진행되는 동안 몰래 당국자의 서류를 촬영해 유출한 것으로 드러났습니다.  SPC삼립은 오늘(5일) ""지난 3일 SPC삼립 사업장에서 고용노동부 조사가 진행되던 중 당사 직원이 감독관의 서류를 유출하는 일이 발생했다""며 ""당사는 결코 있을 수 없는 일이 발생한 것에 대해 깊은 책임을 통감하고 있으며 관계 당국의 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과드린다""는 사과문을 발표했습니다.  이어 ""회사는 해당 직원을 즉시 업무에서 배제했고 경위가 확인되는 즉시 신속하고 엄중하게 징계 조치할 것""이라며 ""철저한 반성과 윤리의식 제고를 위한 조치를 마련해 엄격히 실행하겠다""고 덧붙였습니다.  노동부에 따르면 지난 3일 SPC삼립세종생산센터에서 대전고용노동청의 감독이 실시되던 가운데 이 회사 직원이 서류를 뒤져 감독계획서를 무단 촬영했습니다.  이 직원은 사내 메신저를 활용해 SPC삼립 본사와 다른 SPC 계열사 등과 사진을 공유한 것으로 전해졌습니다.  대전고용노동청은 해당 직원을 공무집행방해 혐의로 경찰에 신고하고 SPC삼립에 관련자 문책을 요구할 예정입니다. ",https://v.daum.net/v/20221105111203166,12.821666666666665,29.66666666666666
1,"노동부 감독관 서류 무단 촬영 SPC 사과문 발표 ""깊은 책임 통감""","            제빵공장 노동자 사망 사고와 관련해 고용노동부로부터 근로 감독을 받고 있는 SPC가 노동부 감독관의 서류를 몰래 촬영한데 대해 사과했습니다.             SPC삼립은 오늘(5일) 황종현 대표이사 명의로 사과문을 발표하고 ""지난 3일 SPC삼립 사업장에서 고용노동부 조사가 진행되던 중 당사 직원이 감독관의 서류를 유출하는 일이 발생했다""며 ""당사는 결코 있을 수 없는 일이 발생한 것에 대해 깊은 책임을 통감하고 있으며 관계당국의 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과드린다""고 밝혔습니다.  고용노동부에 따르면 지난 3일 대전고용노동청의 감독을 받던 SPC삼립세종생산센터에서 이 회사 직원이 감독관의 서류를 뒤져 감독계획서를 무단 촬영하는 일이 발생했습니다. 해당 직원은 사내 메신저 등을 통해 SPC삼립 본사와 다른 SPC 계열사 등에 촬영한 사진을 공유한 것으로 알려졌습니다. 대전고용노동청은 이같은 사실을 인지한 뒤 해당 직원을 공무집행방해 혐의로 경찰에 신고했으며 SPC삼립에는 관련자 문책을 요구하기로 했습니다. SPC삼립은 이에 대해 ""회사는 해당 직원을 즉시 업무에서 배제했고 경위가 확인되는 즉시 신속하고 엄중하게 징계 조치할 것""이라며 ""철저한 반성과 윤리의식 제고를 위한 조치를 마련해 엄격히 실행하겠다""고 약속했습니다. 또 반성하는 자세로 관계 당국의 근로감독을 포함한 모든 조사에 성실히 임할 것""이라며 ""거듭 이번 일에 대해 머리 숙여 사죄드린다""고 덧붙였습니다.",https://v.daum.net/v/20221105110902146,9.477500000000001,30.08375
1,"노동부 감독 서류 몰래 촬영하다 적발된 SPC삼립, '공식 사과'"," SPC삼립 직원이 고용노동부 감독관의 서류를 몰래 촬영했다가 발각된 가운데 SPC삼립은 오늘 공식 사과했습니다.  황종현 SPC삼립 대표이사는 사과문을 통해 ""지난 3일 SPC삼립 사업장에서 고용노동부 조사가 진행되던 중 당사 직원이 감독관의 서류를 유출하는 일이 발생했다""며 ""당사는 결코 있을 수 없는 일이 발생한 것에 대해 깊은 책임을 통감하고 있으며 관계 당국의 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과드린다""고 밝혔습니다.  또 ""회사는 해당 직원을 즉시 업무에서 배제했고 경위가 확인되는 즉시 신속하고 엄중하게 징계 조치할 것""이라며 ""철저한 반성과 윤리 의식 제고를 위한 조치를 마련해 엄격히 실행하겠다""고 설명했습니다.  이어 ""반성하는 자세로 관계 당국의 근로감독을 포함한 모든 조사에 성실히 임할 것""이라며 ""거듭 이번 일에 대해 머리 숙여 사죄드린다""고 덧붙였습니다.  지난 3일 대전고용노동청의 감독을 받던 SPC삼립세종생산센터에서 이 회사 직원이 감독관의 서류를 뒤져 감독계획서를 무단 촬영하는 일이 발생했으며 이 직원은 사내 메신저 등을 통해 SPC삼립 본사와 다른 SPC 계열사 등에 사진을 공유한 것으로 드러났습니다. 해당 직원은 감독이 이뤄지고 있는 사이에 서류를 뒤진 것으로 파악됐습니다.  유출된 계획서에는 SPC그룹 계열사에 대한 대전고용노동청의 감독 일정과 감독관 편성 사항 등이 담겼던 것으로 알려졌습니다.  대전고용노동청은 해당 직원을 공무집행방해 혐의로 경찰에 신고했으며 산업안전보건법상 감독관의 점검 방해에 대해 최대 1,000만 원의 과태료를 부과할 예정입니다. 또 SPC삼립 측에 관련자 문책을 요구하기로 했으며 감독 일정도 일부 변경할 방침입니다.  SPC에서는 20대 근로자 끼임 사망, 근로자 손가락 절단 등 잇따른 산업재해 사고가 발생했습니다. 이에 노동부는 지난달 28일부터 지주회사 역할을 하는 파리크라상 본사와 SPC그룹 20개 계열사 총 64개 사업장 전부를 기획 감독하고 있습니다. [이연수 디지털뉴스부 인턴기자 dldustn2001@naver.com]",https://v.daum.net/v/20221105103118725,12.932307692307692,29.043846153846157
1,"SPC삼립, 직원 노동부 서류 무단촬영에 사과…""징계 조치"""," [아시아경제 이정윤 기자] SPC삼립은 자사 직원이 고용노동부 당국자의 서류를 몰래 촬영했다가 적발된 것에 대해 사과했다.  SPC삼립은 5일 황종현 대표이사 명의로 발표한 사과문을 통해 ""지난 3일 SPC삼립 사업장에서 고용노동부 조사가 진행되던 중 당사 직원이 감독관의 서류를 유출하는 일이 발생했다""며 ""당사는 결코 있을 수 없는 일이 발생한 것에 대해 깊은 책임을 통감하고 있으며 관계당국의 조사를 방해하고 물의를 일으킨 데 대해 깊이 사과드린다""고 했다. 아울러 ""해당 직원을 즉시 업무에서 배제했고 경위가 확인되는 즉시 신속하고 엄중하게 징계 조치할 것""이라며 ""철저한 반성과 윤리의식 제고를 위한 조치를 마련해 엄격히 실행하겠다""고 설명했다. 그러면서 ""반성하는 자세로 관계 당국의 근로감독을 포함한 모든 조사에 성실히 임할 것""이라고 했다. 앞서 지난 3일 대전고용노동청의 감독을 받던 SPC삼립세종생산센터에서 이 회사 직원이 감독계획서를 무단 촬영하는 일이 발생했다. 대전고용노동청은 해당 사실을 파악하고 직원을 공무집행방해 혐의로 경찰에 신고하고 SPC삼립에는 관련자 문책을 요구하기로 했다. 이정윤 기자 leejuyoo@asiae.co.kr",https://v.daum.net/v/20221105101934615,16.73375,30.819999999999997
